"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_physical_state","ros_latitude","ros_longitude","LIBNAME","STABR","LOCALE_TOP_LEVEL_DESCR","LATITUDE","LONGITUD","POPU_LSA"
"189",NA,"VA0036",999,NA,NA,NA,NA,"HENRICO COUNTY PUBLIC LIBRARY","VA","Suburban",37.60779836,-77.5646649,324395
"190",NA,"VA0040",999,NA,NA,NA,NA,"JEFFERSON-MADISON REGIONAL LIBRARY","VA","City",38.03122055,-78.47999706,226707
"191",NA,"VA0051",NA,NA,NA,NA,NA,"MONTGOMERY-FLOYD REGIONAL LIBRARY","VA","City",37.1294004,-80.41404846,114326
"192",NA,"VA0053",999,NA,NA,NA,NA,"NEWPORT NEWS PUBLIC LIBRARY SYSTEM","VA","City",37.08674904,-76.47423579,182155
"193",NA,"VA0054",999,NA,NA,NA,NA,"NORFOLK PUBLIC LIBRARY","VA","City",36.86106752,-76.22876916,246256
"194",NA,"VA0057",NA,NA,NA,NA,NA,"PAMUNKEY REGIONAL LIBRARY","VA","Rural",37.76267171,-77.3665359,152642
"195",NA,"VA0064",NA,NA,NA,NA,NA,"PRINCE WILLIAM PUBLIC LIBRARY SYSTEM","VA","Suburban",38.67022181,-77.33340073,513915
"196",NA,"VA0068",999,NA,NA,NA,NA,"RICHMOND PUBLIC LIBRARY","VA","City",37.54311228,-77.44229096,222853
"197",NA,"VA0073",999,NA,NA,NA,NA,"RUSSELL COUNTY PUBLIC LIBRARY","VA","Town",36.9007285,-82.08468364,27309
"198",NA,"VA0082",999,NA,NA,NA,NA,"VIRGINIA BEACH PUBLIC LIBRARY","VA","City",36.75057777,-76.05554322,454448
"199",NA,"VA0086",NA,NA,NA,NA,NA,"WILLIAMSBURG REGIONAL LIBRARY","VA","Rural",37.37819041,-76.7711907,90126
"200",NA,"VA0087",NA,NA,NA,NA,NA,"WYTHE-GRAYSON REGIONAL LIBRARY","VA","Rural",36.62099937,-81.15213254,44392
"201",NA,"VA0091",NA,NA,NA,NA,NA,"CENTRAL VIRGINIA REGIONAL LIBRARY","VA","Rural",37.30430318,-78.4126307,40180
"202",NA,"VA8002",999,NA,NA,NA,NA,"MECKLENBURG COUNTY PUBLIC LIBRARY","VA","Rural",36.6665362,-78.38833868,31264
"203",NA,"VI0002",999,NA,NA,NA,NA,"VIRGIN ISLANDS DIVISION OF LIBRARIES, ARCHIVES AND MUSEUMS","VI","Town",18.33657,-64.88969,106405
"204",NA,"WA0041",999,NA,NA,NA,NA,"PEND OREILLE COUNTY LIBRARY DISTRICT","WA","Town",48.18065802,-117.0440025,13850
"205",NA,"WA0047",999,NA,NA,NA,NA,"WALLA WALLA COUNTY RURAL LIBRARY DISTRICT","WA","City",46.05782592,-118.3637175,26940
"206",NA,"WA0057",NA,NA,NA,NA,NA,"WHATCOM COUNTY LIBRARY SYSTEM","WA","Rural",48.83036532,-122.5386172,136390
"207",NA,"WA0061",NA,NA,NA,NA,NA,"MID-COLUMBIA LIBRARIES","WA","City",46.20435998,-119.1229825,260210
"208",NA,"WA0062",999,NA,NA,NA,NA,"NORTH CENTRAL REGIONAL LIBRARY","WA","City",47.42573332,-120.3108152,272345
"209",NA,"WA0066",NA,NA,NA,NA,NA,"SPOKANE COUNTY LIBRARY DISTRICT","WA","Suburban",47.6963931,-117.2828119,287500
"210",NA,"WA0076",999,NA,NA,NA,NA,"CENTRAL SKAGIT LIBRARY DISTRICT","WA","Suburban",48.50469552,-122.2386237,28245
"211",NA,"WI0153",NA,NA,NA,NA,NA,"KIMBERLY--LITTLE CHUTE PUBLIC LIBRARY","WI","Suburban",44.27200482,-88.34024567,33070
"212",NA,"WI0390",NA,NA,NA,NA,NA,"LA CROSSE COUNTY LIBRARY","WI","Suburban",43.96064228,-91.25682923,68165
"213",NA,"AK0003",2,NA,NA,NA,NA,"ANDERSON COMMUNITY LIBRARY","AK","Rural",64.34374942,-149.1744083,282
"214",NA,"AK0006",2,NA,NA,NA,NA,"KUSKOKWIM CONSORTIUM LIBRARY","AK","Town",60.79058917,-161.7736923,6259
"215",NA,"AK0007",2,NA,NA,NA,NA,"BIG LAKE PUBLIC LIBRARY","AK","Rural",61.54772359,-149.8186701,7688
"216",NA,"AK0008",2,NA,NA,NA,NA,"CANTWELL COMMUNITY LIBRARY","AK","Rural",63.3923707,-148.8948017,190
"217",NA,"AK0018",2,NA,NA,NA,NA,"IPNATCHIAQ LIBRARY","AK","Rural",66.07485877,-162.7196162,166
"218",NA,"AK0023",2,NA,NA,NA,NA,"BOOKMOBILE","AK","City",64.8387296,-147.7384145,95898
"219",NA,"AK0025",2,NA,NA,NA,NA,"CHARLES EVANS COMMUNITY/SCHOOL LIBRARY","AK","Rural",64.74950175,-156.8815216,445
"220",NA,"AK0033",2,NA,NA,NA,NA,"HOPE COMMUNITY LIBRARY","AK","Rural",60.91871116,-149.6412992,215
"221",NA,"AK0037",2,NA,NA,NA,NA,"KASILOF PUBLIC LIBRARY","AK","Rural",60.308007,-151.26127,542
"222",NA,"AK0038",2,NA,NA,NA,NA,"KENAI COMMUNITY LIBRARY","AK","Town",60.55973412,-151.2486134,7056
"223",NA,"AK0041",2,NA,NA,NA,NA,"CHUKCHI CONSORTIUM LIBRARY","AK","Town",66.89934034,-162.5873743,3112
"224",NA,"AK0067",2,NA,NA,NA,NA,"SITKA PUBLIC LIBRARY","AK",NA,57.04975726,-135.3339472,8532
"225",NA,"AK0068",2,NA,NA,NA,NA,"SKAGWAY PUBLIC LIBRARY","AK","Rural",59.45760188,-135.3138967,1045
"226",NA,"AK0070",2,NA,NA,NA,NA,"SUTTON PUBLIC LIBRARY","AK","Rural",61.7110252,-148.8774072,3266
"227",NA,"AK0071",1,NA,NA,NA,NA,"TAKOTNA COMMUNITY/SCHOOL LIBRARY","AK","Rural",62.98819239,-156.0649294,80
"228",NA,"AK0072",2,NA,NA,NA,NA,"TALKEETNA PUBLIC LIBRARY","AK","Rural",62.29895717,-150.0840522,22205
"229",NA,"AK0073",2,NA,NA,NA,NA,"TANANA COMMUNITY/SCHOOL LIBRARY","AK","Rural",65.17054645,-152.0816283,216
"230",NA,"AK0077",2,NA,NA,NA,NA,"VALDEZ CONSORTIUM LIBRARY","AK","Rural",61.12986275,-146.3544579,3876
"231",NA,"AK0078",2,NA,NA,NA,NA,"WASILLA PUBLIC LIBRARY","AK","Town",61.58385999,-149.4296874,38953
"232",NA,"AK0080",2,NA,NA,NA,NA,"WILLOW PUBLIC LIBRARY","AK","Rural",61.74509562,-150.051764,5434
"233",NA,"AK0082",2,NA,NA,NA,NA,"AKIAK SCHOOL/COMMUNITY LIBRARY","AK","Rural",60.91116104,-161.2189952,-3
"234",NA,"AK0094",3,NA,NA,NA,NA,"ALAK COMMUNITY/SCHOOL LIBRARY","AK","Rural",70.63714387,-160.0329162,9886
"235",NA,"AK0094",4,NA,NA,NA,NA,"TIKIGAK SCHOOL/COMMUNITY LIBRARY","AK","Rural",68.34938527,-166.731772,9886
"236",NA,"AK0094",5,NA,NA,NA,NA,"NUNAMIUT SCHOOL/COMMUNITY LIBRARY","AK","Rural",68.14036007,-151.7387799,9886
"237",NA,"AK0094",6,NA,NA,NA,NA,"MEADE RIVER SCHOOL/COMMUNITY LIBRARY","AK","Rural",70.48066056,-157.4193599,9886
"238",NA,"AK0094",7,NA,NA,NA,NA,"HAROLD KAVEOLOOK SCHOOL/COMMUNITY LIBRARY","AK","Rural",70.13033898,-143.6214731,9886
"239",NA,"AK0094",8,NA,NA,NA,NA,"NUIQSUT TRAPPER SCHOOL/COMMUNITY LIBRARY","AK","Rural",70.21856887,-150.9988117,9886
"240",NA,"AK0094",9,NA,NA,NA,NA,"KALI COMMUNITY/SCHOOL LIBRARY","AK","Rural",69.74186961,-163.0113935,9886
"241",NA,"AK0095",2,NA,NA,NA,NA,"AKIACHAK SCHOOL/COMMUNITY LIBRARY","AK","Rural",60.91065278,-161.4425951,-3
"242",NA,"AK0100",1,NA,NA,NA,NA,"TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY","AK","Rural",63.01347272,-154.374673,87
"243",NA,"AK0101",2,NA,NA,NA,NA,"SAND POINT COMMUNITY/SCHOOL LIBRARY","AK","Rural",55.35348004,-160.4808471,897
"244",NA,"AK0102",2,NA,NA,NA,NA,"EGEGIK VILLAGE LIBRARY","AK",NA,58.20433955,-157.3714784,85
"245",NA,"AK0103",2,NA,NA,NA,NA,"TRAPPER CREEK PUBLIC LIBRARY","AK","Rural",62.30723927,-150.2386913,1888
"246",NA,"AK0104",2,NA,NA,NA,NA,"HOLY CROSS COMMUNITY/SCHOOL LIBRARY","AK","Rural",62.1988814,-159.7695558,158
"247",NA,"AK0120",1,NA,NA,NA,NA,"INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY","AK","Rural",62.655185,-159.5324,91
"248",NA,"AK0121",1,NA,NA,NA,NA,"BLACKWELL COMMUNITY/SCHOOL LIBRARY","AK","Rural",62.65398,-160.2008263,77
"249",NA,"AK0122",1,NA,NA,NA,NA,"DAVID LOUIS COMMUNITY/SCHOOL LIBRARY","AK","Rural",62.90556141,-160.0656591,190
"250",NA,"AK0124",1,NA,NA,NA,NA,"LAKE MINCHUMINA COMMUNITY LIBRARY","AK","Rural",63.8826003,-152.3123175,9
"251",NA,"AK0134",1,NA,NA,NA,NA,"WHALE PASS COMMUNITY LIBRARY","AK",NA,56.1142785,-133.1214178,57
"252",NA,"AL0007",2,NA,NA,NA,NA,"JASPER PUBLIC LIBRARY","AL","Town",33.8334779,-87.27474585,13500
"253",NA,"AL0010",6,NA,NA,NA,NA,"CHEAHA REGIONAL BOOKMOBILE","AL","Rural",33.64383087,-85.58905583,99363
"254",NA,"AL0011",2,NA,NA,NA,NA,"ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY","AL","Town",33.14955216,-85.37048706,5933
"255",NA,"AL0014",2,NA,NA,NA,NA,"CHEROKEE COUNTY PUBLIC LIBRARY","AL","Town",34.14943219,-85.6763325,3514
"256",NA,"AL0016",2,NA,NA,NA,NA,"LINCOLN PUBLIC LIBRARY","AL","Rural",33.60385673,-86.12320681,6704
"257",NA,"AL0017",2,NA,NA,NA,NA,"LINEVILLE PUBLIC LIBRARY","AL","Rural",33.31085532,-85.75448352,2265
"258",NA,"AL0019",2,NA,NA,NA,NA,"OXFORD PUBLIC LIBRARY","AL","City",33.60969701,-85.8354595,21161
"259",NA,"AL0020",2,NA,NA,NA,NA,"TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY","AL","Town",33.43319166,-86.09957653,15291
"260",NA,"AL0026",2,NA,NA,NA,NA,"OZARK - DALE COUNTY PUBLIC LIBRARY","AL","Town",31.45208712,-85.6333866,36837
"261",NA,"AL0033",2,NA,NA,NA,NA,"CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY","AL","Rural",31.88137751,-85.44959246,4955
"262",NA,"AL0034",2,NA,NA,NA,NA,"TROY PUBLIC LIBRARY","AL","Town",31.80839212,-85.96660267,27308
"263",NA,"AL0041",3,NA,NA,NA,NA,"ENTERPRISE PUBLIC LIBRARY BOOKMOBILE","AL","Town",31.31397252,-85.85282496,42133
"264",NA,"AL0042",2,NA,NA,NA,NA,"FLORALA PUBLIC LIBRARY","AL","Rural",31.00568149,-86.32716294,6290
"265",NA,"AL0046",2,NA,NA,NA,NA,"SAMSON PUBLIC LIBRARY","AL","Rural",31.11672254,-86.04601508,5775
"266",NA,"AL0048",8,NA,NA,NA,NA,"HORSESHOE BEND REGIONAL BOOKMOBILE","AL","Rural",32.83156009,-85.76545581,152087
"267",NA,"AL0049",3,NA,NA,NA,NA,"MAMIE`S PLACE","AL","Town",32.94150699,-85.95387743,14467
"268",NA,"AL0050",2,NA,NA,NA,NA,"DADEVILLE PUBLIC LIBRARY","AL","Rural",32.83153612,-85.76545623,3079
"269",NA,"AL0052",2,NA,NA,NA,NA,"AUBURN PUBLIC LIBRARY","AL","City",32.60446547,-85.46556762,65738
"270",NA,"AL0053",2,NA,NA,NA,NA,"OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY","AL","City",32.64917402,-85.37588394,30555
"271",NA,"AL0054",2,NA,NA,NA,NA,"MILLBROOK PUBLIC LIBRARY","AL","Suburban",32.47686173,-86.36257955,15463
"272",NA,"AL0055",2,NA,NA,NA,NA,"ROCKFORD PUBLIC LIBRARY","AL","Rural",32.88894431,-86.21959744,446
"273",NA,"AL0065",2,NA,NA,NA,NA,"NORTHWEST REGIONAL LIBRARY","AL","Rural",33.9308428,-87.81502025,34512
"274",NA,"AL0066",2,NA,NA,NA,NA,"HAMILTON - CLYDE NIX PUBLIC LIBRARY","AL","Town",34.1433955,-87.99285509,6584
"275",NA,"AL0068",2,NA,NA,NA,NA,"GUIN - MCHS COMMUNITY LIBRARY","AL","Rural",33.97142046,-87.9157865,2265
"276",NA,"AL0071",2,NA,NA,NA,NA,"SULLIGENT PUBLIC LIBRARY","AL","Rural",33.90389903,-88.13498946,1831
"277",NA,"AL0072",2,NA,NA,NA,NA,"VERNON - MARY WALLACE COBB MEMORIAL LIBRARY","AL","Rural",33.75795279,-88.11082505,1855
"278",NA,"AL0078",2,NA,NA,NA,NA,"HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE","AL","Suburban",34.44414284,-86.93497291,22833
"279",NA,"AL0080",4,NA,NA,NA,NA,"BALDWIN COUNTY LIBRARY COOPERATIVE - BOOKMOBILE","AL","Town",30.55071299,-87.71686752,99165
"280",NA,"AL0081",2,NA,NA,NA,NA,"DAPHNE PUBLIC LIBRARY","AL","City",30.61728713,-87.90489458,26506
"281",NA,"AL0083",2,NA,NA,NA,NA,"FOLEY PUBLIC LIBRARY","AL","Town",30.40643606,-87.67939293,18928
"282",NA,"AL0087",2,NA,NA,NA,NA,"ROBERTSDALE PUBLIC LIBRARY","AL","Town",30.55369556,-87.71189579,6838
"283",NA,"AL0088",2,NA,NA,NA,NA,"GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY","AL","Town",30.27243275,-87.6901899,12517
"284",NA,"AL0108",7,NA,NA,NA,NA,"BIRMINGHAM PUBLIC - EASTWOOD BRANCH","AL","City",33.52099276,-86.72648439,209880
"285",NA,"AL0113",3,NA,NA,NA,NA,"ESCAMBIA COUNTY COOPERATIVE LIBRARY SYSTEM","AL","Town",31.02262333,-87.48568243,20827
"286",NA,"AL0116",2,NA,NA,NA,NA,"FLOMATON PUBLIC LIBRARY","AL","Town",31.00140776,-87.26161337,1378
"287",NA,"AL0117",2,NA,NA,NA,NA,"GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY","AL","City",34.01268651,-86.0098527,66454
"288",NA,"AL0118",2,NA,NA,NA,NA,"ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY","AL","Suburban",34.02383118,-86.08802593,5799
"289",NA,"AL0118",3,NA,NA,NA,NA,"ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY BOOKMOBILE","AL","Suburban",34.02383118,-86.08802593,5799
"290",NA,"AL0123",4,NA,NA,NA,NA,"MARSHALL COUNTY COOPERATIVE LIBRARY","AL","Rural",34.38388216,-86.28417907,47169
"291",NA,"AL0124",2,NA,NA,NA,NA,"ARAB PUBLIC LIBRARY","AL","Town",34.32034621,-86.49698289,8321
"292",NA,"AL0140",2,NA,NA,NA,NA,"ALICEVILLE PUBLIC LIBRARY","AL","Rural",33.12924239,-88.14774035,2301
"293",NA,"AL0141",2,NA,NA,NA,NA,"CARROLLTON PUBLIC LIBRARY","AL","Rural",33.25806975,-88.09441437,957
"294",NA,"AL0142",2,NA,NA,NA,NA,"GORDO - RUTH HOLLIMAN MEMORIAL PUBLIC LIBRARY","AL","Rural",33.31783373,-87.90302531,1624
"295",NA,"AL0143",2,NA,NA,NA,NA,"REFORM PUBLIC LIBRARY","AL","Rural",33.37670534,-88.01589754,1566
"296",NA,"AL0145",2,NA,NA,NA,NA,"ASHVILLE PUBLIC LIBRARY","AL","Rural",33.83644584,-86.25321577,8943
"297",NA,"AL0146",2,NA,NA,NA,NA,"MOODY - DORIS STANLEY MEMORIAL LIBRARY","AL","Suburban",33.59395968,-86.49467466,19693
"298",NA,"AL0154",6,NA,NA,NA,NA,"ANNISTON AND CALHOUN COUNTY - BOOKMOBILE","AL","City",33.65704394,-85.82786968,74084
"299",NA,"AL0157",2,NA,NA,NA,NA,"AKRON PUBLIC LIBRARY","AL","Rural",32.87803003,-87.74055944,1752
"300",NA,"AL0158",9,NA,NA,NA,NA,"DOTHAN HOUSTON COUNTY BOOKMOBILE","AL","City",31.22877865,-85.39412036,104722
"301",NA,"AL0161",2,NA,NA,NA,NA,"BRENT - CENTREVILLE PUBLIC LIBRARY","AL","Town",32.94791328,-87.15093888,18563
"302",NA,"AL0162",3,NA,NA,NA,NA,"CHILTON - CLANTON PUBLIC - JEMISON BRANCH LIBRARY","AL","Rural",32.95877321,-86.74612679,44153
"303",NA,"AL0162",4,NA,NA,NA,NA,"CHILTON - CLANTON PUBLIC - MAPLESVILLE BRANCH","AL","Rural",32.78840602,-86.87248775,44153
"304",NA,"AL0163",3,NA,NA,NA,NA,"CHOCTAW COUNTY PUBLIC - GILBERTOWN BRANCH","AL","Rural",31.87154914,-88.31545962,12841
"305",NA,"AL0164",2,NA,NA,NA,NA,"CITRONELLE MEMORIAL LIBRARY","AL","Rural",31.09088247,-88.22898001,3889
"306",NA,"AL0166",5,NA,NA,NA,NA,"HUNTSVILLE PUBLIC - ELEANOR E. MURPHY BRANCH","AL","City",34.66039863,-86.57223356,366519
"307",NA,"AL0166",9,NA,NA,NA,NA,"HUNTSVILLE PUBLIC - ELIZABETH CARPENTER PUBLIC LIBRARY","AL","Rural",34.53683131,-86.39429976,366519
"308",NA,"AL0166",15,NA,NA,NA,NA,"HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY BOOKMOBILE","AL","City",34.72313914,-86.59040025,366519
"309",NA,"AL0166",16,NA,NA,NA,NA,"HUNTSVILLE PUBLIC - BAILEY COVE BRANCH LIBRARY","AL","City",34.64472602,-86.54080235,366519
"310",NA,"AL0166",17,NA,NA,NA,NA,"HUNTSVILLE PUBLIC - DR. RICHARD SHOWERS, SR. LIBRARY","AL","City",34.7827649,-86.59870931,366519
"311",NA,"AL0166",25,NA,NA,NA,NA,"HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY","AL","City",34.72313914,-86.59040025,366519
"312",NA,"AL0168",2,NA,NA,NA,NA,"GREENVILLE - BUTLER COUNTY PUBLIC LIBRARY","AL","Town",31.83259817,-86.62731415,19680
"313",NA,"AL0175",2,NA,NA,NA,NA,"SCOTTSBORO PUBLIC LIBRARY","AL","Town",34.66072384,-86.03506387,36843
"314",NA,"AL0176",2,NA,NA,NA,NA,"ONEONTA PUBLIC LIBRARY","AL","Town",33.94416305,-86.47539031,43791
"315",NA,"AL0179",2,NA,NA,NA,NA,"MOUNDVILLE PUBLIC LIBRARY","AL","Town",32.99742455,-87.62954207,5773
"316",NA,"AL0181",2,NA,NA,NA,NA,"PRICHARD PUBLIC LIBRARY","AL","Suburban",30.73169,-88.08396566,21531
"317",NA,"AL0181",4,NA,NA,NA,NA,"PRICHARD PUBLIC - MITCHELL BRANCH","AL","Suburban",30.7599672,-88.1610533,21531
"318",NA,"AL0182",6,NA,NA,NA,NA,"WASHINGTON COUNTY BOOKMOBILE","AL","Rural",31.46113276,-88.24377415,16378
"319",NA,"AL0184",2,NA,NA,NA,NA,"EVERGREEN - CONECUH COUNTY PUBLIC LIBRARY","AL","Town",31.43402733,-86.95378108,12277
"320",NA,"AL0186",13,NA,NA,NA,NA,"MOBILE PUBLIC LIBRARY - BOOKMOBILE","AL","City",30.68723353,-88.05061403,372433
"321",NA,"AL0187",2,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - JULIETTE HAMPTON MOR","AL","City",32.37192226,-86.30546047,225763
"322",NA,"AL0187",3,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - COLISEUM BOULEVARD B","AL","City",32.3999516,-86.259403,225763
"323",NA,"AL0187",5,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- GOVERNOR`S SQUARE BRA","AL","City",32.32742747,-86.249322,225763
"324",NA,"AL0187",8,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- PIKE ROAD BRANCH","AL","Suburban",32.34690748,-86.090885,225763
"325",NA,"AL0187",10,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - PINTLALA BRANCH","AL","Rural",32.17656786,-86.37289051,225763
"326",NA,"AL0187",11,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - RAMER BRANCH","AL","Rural",32.05213095,-86.21823394,225763
"327",NA,"AL0187",12,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - BERTHA P. WILLIAMS L","AL","City",32.35918621,-86.31679188,225763
"328",NA,"AL0187",17,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- EL LOWDER REGIONAL LI","AL","City",32.32604578,-86.19583972,225763
"329",NA,"AL0187",22,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - RUFUS A. LEWIS REGIO","AL","City",32.3473956,-86.33883586,225763
"330",NA,"AL0187",23,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY- HAMPSTEAD BRANCH","AL","Rural",32.31244899,-86.18708781,225763
"331",NA,"AL0187",24,NA,NA,NA,NA,"MONTGOMERY CITY-COUNTY PUBLIC LIBRARY - OUTREACH AND EXTENSI","AL","City",32.32742747,-86.249322,225763
"332",NA,"AL0189",2,NA,NA,NA,NA,"STEVENSON PUBLIC LIBRARY","AL","Rural",34.86860309,-85.83894494,5157
"333",NA,"AL0190",2,NA,NA,NA,NA,"KILLEN PUBLIC LIBRARY","AL","Suburban",34.85907291,-87.54176574,958
"334",NA,"AL0193",2,NA,NA,NA,NA,"FAYETTE COUNTY MEMORIAL LIBRARY","AL","Town",33.68747776,-87.83072537,16433
"335",NA,"AL0194",2,NA,NA,NA,NA,"PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY","AL","Suburban",32.47570405,-85.01627112,57781
"336",NA,"AL0196",9,NA,NA,NA,NA,"TUSCALOOSA PUBLIC LIBRARY - BOOKMOBILE","AL","City",33.21631707,-87.5620795,208911
"337",NA,"AL0197",3,NA,NA,NA,NA,"WILCOX COUNTY - PINE APPLE BRANCH LIBRARY","AL","Rural",31.88216506,-86.99250837,10627
"338",NA,"AL0197",4,NA,NA,NA,NA,"WILCOX COUNTY - PINE HILL BRANCH LIBRARY","AL","Rural",31.98762031,-87.58892744,10627
"339",NA,"AL0199",10,NA,NA,NA,NA,"CULLMAN COUNTY PUBLIC - BOOKMOBILE","AL","Town",34.17907434,-86.84259702,83442
"340",NA,"AL0210",2,NA,NA,NA,NA,"GRANT PUBLIC LIBRARY","AL","Rural",34.52550195,-86.25270842,913
"341",NA,"AL0218",2,NA,NA,NA,NA,"CROSSVILLE PUBLIC LIBRARY","AL","Rural",34.28718786,-85.99250169,1839
"342",NA,"AL0219",2,NA,NA,NA,NA,"WALNUT GROVE - WESTSIDE PUBLIC LIBRARY","AL","Rural",34.0540377,-86.30754363,689
"343",NA,"AL0222",2,NA,NA,NA,NA,"ORANGE BEACH PUBLIC LIBRARY","AL","Suburban",30.2921275,-87.57697003,6114
"344",NA,"AL0227",2,NA,NA,NA,NA,"BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY","AL","Town",34.94776685,-85.71309276,5507
"345",NA,"AL0238",1,NA,NA,NA,NA,"OHATCHEE PUBLIC LIBRARY","AL","Rural",33.78004691,-86.03822906,1151
"346",NA,"AL0247",1,NA,NA,NA,NA,"MUNFORD PUBLIC LIBRARY","AL","Rural",33.530807,-85.95423432,1363
"347",NA,"AL0248",1,NA,NA,NA,NA,"SOUTHSIDE PUBLIC LIBRARY","AL","Suburban",33.92226854,-86.02241311,8819
"348",NA,"AL0249",1,NA,NA,NA,NA,"STEELE PUBLIC LIBRARY","AL","Rural",33.9442396,-86.1991377,7697
"349",NA,"AL0251",1,NA,NA,NA,NA,"GLENCOE PUBLIC LIBRARY","AL","Suburban",33.95600096,-85.93412484,5136
"350",NA,"AL0254",1,NA,NA,NA,NA,"JEFFERSON COUNTY LIBRARY COOPERATIVE","AL","City",33.52071817,-86.80762397,97505
"351",NA,"AL0256",1,NA,NA,NA,NA,"PICKENS COUNTY COOPERATIVE LIBRARY","AL","Rural",33.26380213,-88.09464101,13490
"352",NA,"AL0257",1,NA,NA,NA,NA,"R.L. HADDEN MEMORIAL LIBRARY","AL","Rural",34.63188059,-85.74447597,2343
"353",NA,"AL8004",1,NA,NA,NA,NA,"MOUNT VERNON PUBLIC LIBRARY","AL","Rural",31.09256133,-87.99162169,1499
"354",NA,"AR0001",12,NA,NA,NA,NA,"SUE COWAN WILLIAMS LIBRARY","AR","City",34.73242357,-92.28484423,336463
"355",NA,"AR0002",9,NA,NA,NA,NA,"GREENLAND PUBLIC LIBRARY","AR","Suburban",35.99682897,-94.17325332,151597
"356",NA,"AR0002",10,NA,NA,NA,NA,"LINCOLN PUBLIC LIBRARY","AR","Rural",35.95006796,-94.42361717,151597
"357",NA,"AR0002",11,NA,NA,NA,NA,"PRAIRIE GROVE PUBLIC LIBRARY","AR","Rural",35.97208391,-94.33086688,151597
"358",NA,"AR0002",12,NA,NA,NA,NA,"WINSLOW PUBLIC LIBRARY","AR","Rural",35.79653199,-94.12788963,151597
"359",NA,"AR0002",13,NA,NA,NA,NA,"WEST FORK PUBLIC LIBRARY","AR","Rural",35.92525275,-94.18678582,151597
"360",NA,"AR0002",17,NA,NA,NA,NA,"FARMINGTON PUBLIC LIBRARY","AR","Suburban",36.03990084,-94.24873136,151597
"361",NA,"AR0002",18,NA,NA,NA,NA,"WASHINGTON COUNTY LIBRARY SYSTEM","AR","City",36.03459753,-94.17586127,151597
"362",NA,"AR0004",15,NA,NA,NA,NA,"PIKE COUNTY LIBRARY","AR","Rural",34.06181635,-93.68873904,18970
"363",NA,"AR0004",16,NA,NA,NA,NA,"BAINUM LIBRARY & LEARNING CENTER","AR","Rural",34.32668078,-93.55078436,18970
"364",NA,"AR0004",17,NA,NA,NA,NA,"DELIGHT BRANCH LIBRARY","AR","Rural",34.03136617,-93.50292395,18970
"365",NA,"AR0004",26,NA,NA,NA,NA,"SOUTHWEST ARKANSAS REGIONAL LIBRARY","AR","Town",33.802679,-93.38128064,18970
"366",NA,"AR0005",10,NA,NA,NA,NA,"ROY AND CHRISTINE STURGIS LIBRARY OF CLEVELAND COUNTY","AR","Rural",33.95791463,-92.19218037,189438
"367",NA,"AR0005",13,NA,NA,NA,NA,"FOHRELL PUBLIC LIBRARY","AR","Rural",33.97118842,-92.86691469,189438
"368",NA,"AR0005",14,NA,NA,NA,NA,"BOOKMOBILE","AR","Town",34.36407656,-92.8119517,189438
"369",NA,"AR0005",15,NA,NA,NA,NA,"MABEL BOSWELL MEMORIAL LIBRARY","AR","Suburban",34.60947157,-92.49546327,189438
"370",NA,"AR0005",16,NA,NA,NA,NA,"BOB HERZFELD MEMORIAL LIBRARY","AR","Suburban",34.58058671,-92.56986953,189438
"371",NA,"AR0007",4,NA,NA,NA,NA,"FULTON COUNTY LIBRARY- MAMMOTH SPRING","AR","Town",36.49577944,-91.54075268,80973
"372",NA,"AR0007",5,NA,NA,NA,NA,"FULTON COUNTY LIBRARY- SALEM","AR","Rural",36.37056391,-91.82380243,80973
